Frequency,Inductance,Permeability
537.9014115314324,8.754571528003558,ferromagnetique
24590.97945634721,0.004188790204786391,Non permeable
381.9561960948151,17.36253539883959,ferromagnetique
24590.97945634721,0.004188790204786391,Non permeable
31389.14115315704,0.0025708775820662733,diamagnetique
24590.97945634721,0.004188790204786391,Non permeable
27107.641198238656,0.0034471232057873267,diamagnetique
25992.786111903424,0.003749165371364373,diamagnetique
28767.239123148243,0.003060863034807162,diamagnetique
517.9631592583887,9.441533121588526,ferromagnetique
3937.7081406037037,0.16336281798666927,paramagnetique
26555.41855372963,0.003591980426084281,diamagnetique
24590.97945634721,0.004188790204786391,Non permeable
3707.2296401837048,0.18430676901060122,paramagnetique
2699.210662447629,0.34766958699727046,paramagnetique
4647.258295499501,0.11728612573401898,paramagnetique
10997.420339538636,0.02094395102393196,paramagnetique
24590.97945634721,0.004188790204786391,Non permeable
353.6531964734702,20.2528006401422,ferromagnetique
1045.7148161489174,2.3164009832468744,ferromagnetique
3073.872432043401,0.26808257310632905,paramagnetique
24590.97945634721,0.004188790204786391,Non permeable
29835.010917410043,0.0028456917911429567,diamagnetique
3840.465770223172,0.17174039839624206,paramagnetique
26272.68334839696,0.003669707083961953,diamagnetique
3989.1836344060307,0.15917402778188286,paramagnetique
2577.835088422898,0.3811799086355616,paramagnetique
2621.407217989662,0.36861353802120245,paramagnetique
25924.59136303619,0.003768915705119155,diamagnetique
367.80875739771915,18.72389221539517,ferromagnetique
24590.97945634721,0.004188790204786391,Non permeable
504.1718644092634,9.965131897186826,ferromagnetique
531.7046209481192,8.959822248038092,ferromagnetique
24590.97945634721,0.004188790204786391,Non permeable
5796.14944320073,0.07539822368615505,paramagnetique
3840.465770223172,0.17174039839624206,paramagnetique
26556.587881316824,0.0035916641121547218,diamagnetique
4732.536202919539,0.11309733552923257,paramagnetique
31597.9928079929,0.0025370046981535435,diamagnetique
24590.97945634721,0.004188790204786391,Non permeable
875.462051188017,3.3049554715764624,ferromagnetique
665.3504842766349,5.721887419738211,ferromagnetique
24590.97945634721,0.004188790204786391,Non permeable
538.4168897633151,8.737816367184413,ferromagnetique
559.1748013275966,8.10112025605688,ferromagnetique
367.9322453170615,18.71132584478081,ferromagnetique
29751.98659583549,0.0028615960252496883,diamagnetique
30611.03652904834,0.00270323742904009,diamagnetique
24590.97945634721,0.004188790204786391,Non permeable
25187.826047670824,0.0039926284094764335,diamagnetique
7776.350497646632,0.04188790204786392,paramagnetique
24590.97945634721,0.004188790204786391,Non permeable
4098.496576057867,0.1507964473723101,paramagnetique
24590.97945634721,0.004188790204786391,Non permeable
24590.97945634721,0.004188790204786391,Non permeable
3228.953792939671,0.24294983187761074,paramagnetique
