Frequency,Inductance,Permeability
24590.97945634721,0.004188790204786391,Non permeable
24590.97945634721,0.004188790204786391,Non permeable
2563.7868362149006,0.385368698840348,paramagnetique
26317.86216307681,0.003657118621407489,diamagnetique
30274.226591903065,0.002763720684868522,diamagnetique
5127.573672429801,0.096342174710087,paramagnetique
1314.4431418692539,1.4660765716752369,ferromagnetique
367.7676223802671,18.728081005599957,ferromagnetique
627.0434841092823,6.442359334961471,ferromagnetique
24590.97945634721,0.004188790204786391,Non permeable
27683.411735470265,0.0033052250777055214,diamagnetique
4347.1120824005475,0.13404128655316452,paramagnetique
24590.97945634721,0.004188790204786391,Non permeable
813.397304972033,3.828554247174761,ferromagnetique
24590.97945634721,0.004188790204786391,Non permeable
5019.612661942861,0.1005309649148734,paramagnetique
30231.59281664454,0.00277152119541332,diamagnetique
29488.944522860147,0.002912874719918695,diamagnetique
24590.97945634721,0.004188790204786391,Non permeable
24590.97945634721,0.004188790204786391,Non permeable
24590.97945634721,0.004188790204786391,Non permeable
10997.420339538636,0.02094395102393196,paramagnetique
29534.343066175137,0.0029039265856962556,diamagnetique
1398.9319442127282,1.2943361732789949,ferromagnetique
929.4516590999006,2.9321531433504737,ferromagnetique
31735.794065722745,0.002515020472631968,diamagnetique
359.34677211758003,19.61610452901467,ferromagnetique
30647.111680223705,0.0026968771361668207,diamagnetique
24590.97945634721,0.004188790204786391,Non permeable
24590.97945634721,0.004188790204786391,Non permeable
3174.6817967120487,0.25132741228718347,paramagnetique
2199.4840679077274,0.5235987755982989,ferromagnetique
386.9357885196953,16.918523637132235,ferromagnetique
600.4948618291239,7.024601173426778,ferromagnetique
24590.97945634721,0.004188790204786391,Non permeable
24604.8925357603,0.004184054358574538,diamagnetique
27185.246868269867,0.003427470305945959,diamagnetique
26148.553229447745,0.0037046308044391533,diamagnetique
24590.97945634721,0.004188790204786391,Non permeable
2960.406040066983,0.28902652413026103,paramagnetique
3026.9403259239184,0.2764601535159018,paramagnetique
24590.97945634721,0.004188790204786391,Non permeable
24590.97945634721,0.004188790204786391,Non permeable
25429.56274517322,0.003917080329847114,diamagnetique
31456.943820360073,0.0025598069262099906,diamagnetique
2592.116832548878,0.37699111843077526,paramagnetique
371.3141617394551,18.37203383819311,ferromagnetique
27079.569258220406,0.0034542738064306244,diamagnetique
2484.0640470860276,0.41050144006906636,paramagnetique
2960.406040066983,0.28902652413026103,paramagnetique
360.27113833186354,19.515573564099796,ferromagnetique
879.3716300356891,3.2756339401429577,ferromagnetique
