Frequency,Inductance,Permeability
2683.095827900359,0.3518583772020569,paramagnetique
421.98011505021026,14.225131535454585,ferromagnetique
30596.617107238657,0.0027057859660595683,diamagnetique
542.5947750249419,8.603775080631248,ferromagnetique
24590.97945634721,0.004188790204786391,Non permeable
24590.97945634721,0.004188790204786391,Non permeable
30164.797802707446,0.0027838089462731445,diamagnetique
25143.510973259425,0.004006714711642337,diamagnetique
3286.107854673134,0.23457225146803795,paramagnetique
5498.710169769318,0.08377580409572784,paramagnetique
24590.97945634721,0.004188790204786391,Non permeable
24590.97945634721,0.004188790204786391,Non permeable
2820.7787992869016,0.3183480555637657,paramagnetique
3286.107854673134,0.23457225146803795,paramagnetique
24925.914094287997,0.004076975254225203,diamagnetique
29666.263853712677,0.0028781574817689157,diamagnetique
691.1287734817244,5.303008399259571,ferromagnetique
25206.508944709796,0.0039867119835712206,diamagnetique
24590.97945634721,0.004188790204786391,Non permeable
2918.412337581472,0.2974041045398338,paramagnetique
3123.0575140151705,0.2597049926967563,paramagnetique
24590.97945634721,0.004188790204786391,Non permeable
24590.97945634721,0.004188790204786391,Non permeable
24590.97945634721,0.004188790204786391,Non permeable
2636.4297319088546,0.36442474781641604,paramagnetique
24590.97945634721,0.004188790204786391,Non permeable
4347.1120824005475,0.13404128655316452,paramagnetique
30735.745913370974,0.002681345320025458,diamagnetique
3750.089210171401,0.18011797880581484,paramagnetique
25333.704424583295,0.003946779510048239,diamagnetique
409.84965760578683,15.079644737231009,ferromagnetique
26804.956137365094,0.0035254134857802886,diamagnetique
24590.97945634721,0.004188790204786391,Non permeable
378.9061424946216,17.64318434256028,ferromagnetique
24835.901904898277,0.004106580982588757,diamagnetique
688.955407177328,5.336518720897864,ferromagnetique
3410.155282451594,0.21781709064889235,paramagnetique
378.1885165806026,17.71020498583686,ferromagnetique
372.84746831091644,18.221237390820804,ferromagnetique
24590.97945634721,0.004188790204786391,Non permeable
845.9554107337411,3.539527723044501,ferromagnetique
25190.722824232005,0.003991710207368463,diamagnetique
446.51866933509524,12.704600691117125,ferromagnetique
28789.014665580456,0.003056234411949376,diamagnetique
24590.97945634721,0.004188790204786391,Non permeable
28673.352442083913,0.0030809405443717234,diamagnetique
24590.97945634721,0.004188790204786391,Non permeable
3004.2662963592547,0.28064894372068827,paramagnetique
30423.91789188002,0.0027365915563215045,diamagnetique
3794.4705089633558,0.17592918860102846,paramagnetique
24590.97945634721,0.004188790204786391,Non permeable
28941.902294172938,0.0030240301526074016,diamagnetique
24590.97945634721,0.004188790204786391,Non permeable
25382.692273148485,0.003931559874515636,diamagnetique
3410.155282451594,0.21781709064889235,paramagnetique
24590.97945634721,0.004188790204786391,Non permeable
31008.282302703512,0.002634418968694001,diamagnetique
2459.097945634721,0.41887902047863923,paramagnetique
471.59720574425876,11.389320566814199,ferromagnetique
388.6718002754709,16.767727189759928,ferromagnetique
24590.97945634721,0.004188790204786391,Non permeable
413.4836078786026,14.815750954329467,ferromagnetique
4489.678053129164,0.12566370614359174,paramagnetique
3707.2296401837048,0.18430676901060122,paramagnetique
